"ID_DISCENTE","ANO_INGRESSO","SEMESTRE_INGRESSO","TIPO_INGRESSO","CAMPUS","COD_CURSO","CURSO","NATURALIDADE","UF_NATURALIDADE","PAIS_NATURALIDADE","BAIRRO_ENDERECO","CIDADE_ENDERECO","UF_ENDERECO","SEXO","ANO_NASC","COTA","TIPO_COTA","ESCOLARIDADE_PAI","ESCOLARIDADE_MAE","DEFICIENCIA"
331481,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CENTRO,NAZARE DA MATA,PE,M,"2000",S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
336471,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,RIO DOCE,OLINDA,PE,M,"2002",S,L6,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
336374,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,RIO DOCE,OLINDA,PE,M,"2002",S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
336415,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,PAU AMARELO,PAULISTA,PE,M,"2001",N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
335960,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,"2001",N,A0,ENSINO FUNDAMENTAL,APERFEICOAMENTO,N
338954,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
327904,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337920,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,MADALENA,RECIFE,PE,F,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
338069,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337921,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,"2002",S,L5,APERFEICOAMENTO,SUPERIOR INCOMPLETO,N
341159,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,"2003",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
219155,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CASA FORTE,RECIFE,PE,M,"1989",N,A0,,,N
174878,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"1990",N,A0,,,N
335382,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"1992",S,L1,,,N
337950,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,MUSTARDINHA,RECIFE,PE,M,"1995",S,L2,,ENSINO FUNDAMENTAL,N
300298,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"1996",S,L2,,,N
305772,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,"1998",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
341137,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,"1998",S,L6,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
335997,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,MANGUEIRA,RECIFE,PE,M,"1998",S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
318806,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"1999",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
319453,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,M,"1999",N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
338717,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,SANTO AMARO,RECIFE,PE,M,"1999",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337260,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"1999",S,L5,APERFEICOAMENTO,APERFEICOAMENTO,N
317967,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,M,"1999",S,L6,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
317171,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2000",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
339320,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,GUABIRABA,RECIFE,PE,M,"2000",S,L6,APERFEICOAMENTO,APERFEICOAMENTO,N
339237,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2001",N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,N
336472,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CASA FORTE,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
339138,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,GRACAS,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337102,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,MADALENA,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337349,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,JAQUEIRA,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
336749,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,SUPERIOR INCOMPLETO,N
336739,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
336668,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CASA FORTE,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
339373,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
342451,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,AFLITOS,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337026,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,ROSARINHO,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337550,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,ENGENHO DO MEIO,RECIFE,PE,M,"2001",N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
337588,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337711,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
341216,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,SANTANA,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337350,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CAXANGA,RECIFE,PE,M,"2001",S,L6,APERFEICOAMENTO,APERFEICOAMENTO,N
339107,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2001",S,L6,APERFEICOAMENTO,APERFEICOAMENTO,N
337138,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,"2001",S,L1,,SUPERIOR INCOMPLETO,N
338569,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,"2001",S,L1,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
337417,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,ENGENHO DO MEIO,RECIFE,PE,M,"2001",S,L1,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
339289,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,ZUMBI,RECIFE,PE,M,"2001",S,L5,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
337811,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
338977,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
338272,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
339169,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,"2002",N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,N
337724,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337629,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2002",S,L1,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
339148,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2002",S,L5,APERFEICOAMENTO,APERFEICOAMENTO,N
341328,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,PINA,RECIFE,PE,M,"2002",S,L2,,SUPERIOR INCOMPLETO,N
338629,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,M,"2002",S,L5,APERFEICOAMENTO,APERFEICOAMENTO,N
340360,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,LAGOA DA VACA,SURUBIM,PE,M,"2001",S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
336378,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,NOIVOS,TERESINA,PI,M,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337981,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RIO DE JANEIRO,RJ,BRA,MADALENA,RECIFE,PE,M,"2002",S,L6,APERFEICOAMENTO,SUPERIOR INCOMPLETO,N
337933,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,SANTIAGO,RS,BRA,BOA VIAGEM,RECIFE,PE,M,"2002",S,L6,APERFEICOAMENTO,SEGUNDO GRAU INCOMPLETO,N
305495,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,SAO LOURENÇO DA MATA,PE,BRA,CAPIBARIBE,SAO LOURENÇO DA MATA,PE,F,"1999",S,L6,APERFEICOAMENTO,ENSINO SUPERIOR,N
333257,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,SAO PAULO,SP,BRA,BAIRRO NOVO,CARPINA,PE,M,"2000",S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
340912,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,SERTANIA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2002",S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
340086,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,SURUBIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2001",S,L1,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
316048,2020,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,TERESINA,PI,BRA,JOSE FRANCISCO DE ALMEIDA NETO,TERESINA,PI,M,"1999",N,A0,APERFEICOAMENTO,SUPERIOR INCOMPLETO,N
328549,2020,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,VITORIA DE SANTO ANTAO,PE,BRA,ALTO JOSE LEAL,VITORIA DE SANTO ANTAO,PE,M,"2000",S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
324994,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,AFOGADOS DA INGAZEIRA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"2000",S,L5,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
338115,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,CARUARU,PE,BRA,INDIANOPOLIS,CARUARU,PE,M,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337845,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,GARANHUNS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
316272,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,GARANHUNS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,"1998",S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
337447,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,ITAQUAQUECETUBA,SP,BRA,MARCOS FREIRE,JABOATAO DOS GUARARAPES,PE,M,"2000",S,L6,APERFEICOAMENTO,APERFEICOAMENTO,N
340715,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,JABOATAO DOS GUARARAPES,PE,BRA,CURADO,RECIFE,PE,F,"1989",S,L6,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
318458,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,F,"2000",S,L1,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
338331,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,LIMOEIRO,PE,BRA,CENTRO,LIMOEIRO,PE,F,"2003",S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
338092,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,OLINDA,PE,BRA,ESPINHEIRO,RECIFE,PE,F,"2002",N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,N
338189,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,CANDEIAS,JABOATAO DOS GUARARAPES,PE,F,"2002",N,A0,ENSINO SUPERIOR,SUPERIOR INCOMPLETO,N
338105,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,VISTA ALEGRE,JABOATAO DOS GUARARAPES,PE,M,"1998",S,L1,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
341209,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,CAVALEIRO,JABOATAO DOS GUARARAPES,PE,M,"2000",S,L6,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
340988,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,M,"2001",N,A0,APERFEICOAMENTO,SUPERIOR INCOMPLETO,N
341271,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,SAO BENEDITO,OLINDA,PE,F,"1999",S,L6,ENSINO SUPERIOR,ENSINO SUPERIOR,N
336989,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,JARDIM ATLANTICO,OLINDA,PE,F,"2000",S,L2,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
337759,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,JANGA,PAULISTA,PE,M,"1998",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
340759,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,MACAXEIRA,RECIFE,PE,F,"1991",S,L6,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
318293,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,TAMARINEIRA,RECIFE,PE,F,"1999",N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
338340,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,F,"2001",S,L5,APERFEICOAMENTO,APERFEICOAMENTO,N
338097,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,GRACAS,RECIFE,PE,F,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
338081,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,TORRE,RECIFE,PE,F,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
338154,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
336270,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,CASA FORTE,RECIFE,PE,F,"2002",N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,N
340329,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,MADALENA,RECIFE,PE,F,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
338093,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2002",N,A0,,APERFEICOAMENTO,N
338156,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,"2002",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
338152,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,"2002",N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
340886,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2002",S,L1,ENSINO SUPERIOR,APERFEICOAMENTO,N
340775,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,"2002",S,L5,APERFEICOAMENTO,ENSINO FUNDAMENTAL,N
275358,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,"1993",N,A0,,,N
338114,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"1998",N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
338468,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,BOA VISTA,RECIFE,PE,M,"1998",N,A0,APERFEICOAMENTO,ENSINO SUPERIOR,N
307244,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,ENCRUZILHADA,RECIFE,PE,M,"1998",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
338202,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"1999",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
337153,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,TORRE,RECIFE,PE,M,"2001",N,A0,APERFEICOAMENTO,APERFEICOAMENTO,N
340207,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,BEBERIBE,RECIFE,PE,M,"2001",N,A0,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,N
338333,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,"2001",S,L2,ENSINO SUPERIOR,ENSINO SUPERIOR,N
338473,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,CASA AMARELA,RECIFE,PE,M,"2002",N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
341238,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,COHAB,RECIFE,PE,M,"2002",S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
338557,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,"2002",S,L6,APERFEICOAMENTO,ENSINO SUPERIOR,N
340583,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RECIFE,PE,BRA,IPSEP,RECIFE,PE,M,"2002",S,L2,ENSINO MEDIO,APERFEICOAMENTO,N
337360,2020,1,SISU,REITOR JOAQUIM AMAZONAS,276,CIÊNCIA POLÍTICA,RIO DE JANEIRO,RJ,BRA,PIXETE,SAO LOURENÇO DA MATA,PE,M,"2001",S,L6,SUPERIOR INCOMPLETO,ENSINO MEDIO,N
